"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"ENSEMBL"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"SYMBOL"	"GENENAME"	"gene_name"	"fold_enrichment"	"-log10(pvalue)"	"-log10(qvalue)"
"chr1"	113929497	113930233	737	"*"	"pool_peak_1103"	220	"Promoter (<=1kb)"	1	113929710	113977804	48095	1	"ENSG00000163349"	"ENST00000369558.5"	0	"204851"	"HIPK1"	"homeodomain interacting protein kinase 1"	"HIPK1"	8.84779	25.28	22.0637
"chr1"	114510542	114511484	943	"*"	"pool_peak_1107"	104	"Promoter (<=1kb)"	1	114392790	114511203	118414	2	"ENSG00000197323"	"ENST00000358465.7"	0	"51592"	"TRIM33"	"tripartite motif containing 33"	"TRIM33"	6.25434	13.3156	10.4168
"chr1"	115641553	115642713	1161	"*"	"pool_peak_1114"	217	"Promoter (<=1kb)"	1	115641970	115698221	56252	1	"ENSG00000173218"	"ENST00000355485.7"	0	"81839"	"VANGL1"	"VANGL planar cell polarity protein 1"	"VANGL1"	6.89454	24.916	21.7067
"chr1"	115976235	115977133	899	"*"	"pool_peak_1117"	139	"Promoter (<=1kb)"	1	115976513	116070054	93542	1	"ENSG00000163393"	"ENST00000369503.9"	0	"55356"	"SLC22A15"	"solute carrier family 22 member 15"	"SLC22A15"	7.24059	16.9953	13.9784
"chr1"	116168278	116168859	582	"*"	"pool_peak_1119"	81	"Distal Intergenic"	1	116164284	116166241	1958	1	"ENSG00000235933"	"ENST00000426515.1"	3994	NA	NA	NA	"LINC01779"	6.77286	10.9918	8.12595
"chr1"	116373085	116374060	976	"*"	"pool_peak_1120"	202	"Promoter (<=1kb)"	1	116373244	116404774	31531	1	"ENSG00000163399"	"ENST00000295598.10"	0	"476"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"	"ATP1A1"	7.17232	23.2997	20.238
"chr1"	116418523	116418974	452	"*"	"pool_peak_1121"	183	"Promoter (<=1kb)"	1	116378437	116418607	40171	2	"ENSG00000203865"	"ENST00000675607.1"	0	"84852"	"ATP1A1-AS1"	"ATP1A1 antisense RNA 1"	"ATP1A1-AS1"	10.2816	21.4524	18.3101
"chr1"	116570324	116571119	796	"*"	"pool_peak_1123"	136	"Promoter (<=1kb)"	1	116514534	116571026	56493	2	"ENSG00000116815"	"ENST00000369489.10"	0	"965"	"CD58"	"CD58 molecule"	"CD58"	7.8839	16.7146	13.6489
"chr1"	116667349	116668134	786	"*"	"pool_peak_1124"	275	"Promoter (<=1kb)"	1	116574399	116667755	93357	2	"ENSG00000143061"	"ENST00000369483.5"	0	"3321"	"IGSF3"	"immunoglobulin superfamily member 3"	"IGSF3"	8.90062	30.8708	27.5385
"chr1"	117121358	117122311	954	"*"	"pool_peak_1128"	82	"Promoter (<=1kb)"	1	117111060	117121749	10690	2	"ENSG00000134253"	"ENST00000256649.9"	0	"80263"	"TRIM45"	"tripartite motif containing 45"	"TRIM45"	6.16489	11.1209	8.2828
"chr1"	117366507	117367408	902	"*"	"pool_peak_1130"	363	"Promoter (<=1kb)"	1	117367449	117528872	161424	1	"ENSG00000198162"	"ENST00000356554.7"	-41	"10905"	"MAN1A2"	"mannosidase alpha class 1A member 2"	"MAN1A2"	8.75876	39.7935	36.3784
"chr1"	119631345	119631933	589	"*"	"pool_peak_1141"	90	"Intron (ENST00000421812.3/ENSG00000143067.5, intron 1 of 2)"	1	119619377	119648266	28890	2	"ENSG00000143067"	"ENST00000421812.3"	16333	"90874"	"ZNF697"	"zinc finger protein 697"	"ZNF697"	7.39902	11.9431	9.03094
"chr1"	119647772	119648601	830	"*"	"pool_peak_1142"	594	"Promoter (<=1kb)"	1	119648411	119744190	95780	1	"ENSG00000092621"	"ENST00000641597.1"	0	"26227"	"PHGDH"	"phosphoglycerate dehydrogenase"	"PHGDH"	11.0793	63.2518	59.4833
"chr1"	145823677	145824133	457	"*"	"pool_peak_1148"	170	"Promoter (<=1kb)"	1	145824088	145836854	12767	1	"ENSG00000186141"	"ENST00000471254.5"	0	"10623"	"POLR3C"	"RNA polymerase III subunit C"	"POLR3C"	9.96145	20.1706	17.0425
"chr1"	145859440	145860079	640	"*"	"pool_peak_1149"	541	"Promoter (<=1kb)"	1	145854406	145859779	5374	2	"ENSG00000131788"	"ENST00000369299.7"	0	"10401"	"PIAS3"	"protein inhibitor of activated STAT 3"	"PIAS3"	11.8851	57.889	54.1822
"chr1"	145871900	145872425	526	"*"	"pool_peak_1150"	90	"Exon (ENST00000544626.2/ENSG00000198483.13, exon 8 of 12)"	1	145854746	145859836	5091	2	"ENSG00000131788"	"ENST00000393046.3"	-12064	"10401"	"PIAS3"	"protein inhibitor of activated STAT 3"	"PIAS3"	7.43179	11.9841	9.08316
"chr1"	145957481	145958111	631	"*"	"pool_peak_1153"	1668	"Promoter (<=1kb)"	1	145933423	145958017	24595	2	"ENSG00000271601"	"ENST00000604000.4"	0	"128077"	"LIX1L"	"limb and CNS expressed 1 like"	"LIX1L"	15.0906	171.843	166.861
"chr1"	147172012	147172866	855	"*"	"pool_peak_1155"	163	"Promoter (<=1kb)"	1	147155106	147172470	17365	2	"ENSG00000131791"	"ENST00000254101.4"	0	"5565"	"PRKAB2"	"protein kinase AMP-activated non-catalytic subunit beta 2"	"PRKAB2"	7.92862	19.4283	16.3786
"chr1"	147242586	147243196	611	"*"	"pool_peak_1157"	534	"Promoter (<=1kb)"	1	147242654	147295730	53077	1	"ENSG00000131778"	"ENST00000652587.1"	0	"9557"	"CHD1L"	"chromodomain helicase DNA binding protein 1 like"	"CHD1L"	13.0922	57.1412	53.4228
"chr1"	147599662	147600467	806	"*"	"pool_peak_1158"	972	"Promoter (<=1kb)"	1	147600196	147611693	11498	1	"ENSG00000116128"	"ENST00000497938.1"	0	"607"	"BCL9"	"BCL9 transcription coactivator"	"BCL9"	10.5032	101.47	97.2606
"chr1"	150149357	150150670	1314	"*"	"pool_peak_1167"	206	"Promoter (<=1kb)"	1	150149916	150160065	10150	1	"ENSG00000023902"	"ENST00000369124.5"	0	"51177"	"PLEKHO1"	"pleckstrin homology domain containing O1"	"PLEKHO1"	7.85879	23.7542	20.6434
"chr1"	150548694	150549831	1138	"*"	"pool_peak_1172"	114	"Promoter (<=1kb)"	1	150549369	150560932	11564	1	"ENSG00000143382"	"ENST00000271643.8"	0	"54507"	"ADAMTSL4"	"ADAMTS like 4"	"ADAMTSL4"	6.1289	14.4516	11.456
"chr1"	150579134	150580114	981	"*"	"pool_peak_1173"	167	"Promoter (<=1kb)"	1	150574551	150579738	5188	2	"ENSG00000143384"	"ENST00000620947.4"	0	"4170"	"MCL1"	"MCL1 apoptosis regulator, BCL2 family member"	"MCL1"	7.93993	19.8749	16.7518
"chr1"	151327123	151327769	647	"*"	"pool_peak_1186"	115	"Promoter (<=1kb)"	1	151291797	151327715	35919	2	"ENSG00000143393"	"ENST00000368874.8"	0	"5298"	"PI4KB"	"phosphatidylinositol 4-kinase beta"	"PI4KB"	8.5142	14.518	11.5193
"chr1"	151510920	151511516	597	"*"	"pool_peak_1191"	516	"Promoter (<=1kb)"	1	151510936	151519029	8094	1	"ENSG00000143375"	"ENST00000502442.1"	0	"57530"	"CGN"	"cingulin"	"CGN"	13.1916	55.3676	51.6752
"chr1"	151611864	151612596	733	"*"	"pool_peak_1192"	574	"Promoter (<=1kb)"	1	151612006	151693618	81613	1	"ENSG00000143376"	"ENST00000642376.1"	0	"81609"	"SNX27"	"sorting nexin 27"	"SNX27"	10.7172	61.1998	57.4858
"chr1"	151909121	151909712	592	"*"	"pool_peak_1197"	337	"Promoter (<=1kb)"	1	151870866	151909511	38646	2	"ENSG00000159445"	"ENST00000368814.8"	0	"117145"	"THEM4"	"thioesterase superfamily member 4"	"THEM4"	11.8488	37.1635	33.7639
"chr1"	151993457	151994182	726	"*"	"pool_peak_1199"	387	"Promoter (<=1kb)"	1	151982915	151993859	10945	2	"ENSG00000197747"	"ENST00000368811.8"	0	"6281"	"S100A10"	"S100 calcium binding protein A10"	"S100A10"	10.3556	42.2885	38.7872
"chr1"	152112050	152112592	543	"*"	"pool_peak_1201"	119	"Promoter (1-2kb)"	1	152106317	152114080	7764	2	"ENSG00000159450"	"ENST00000368804.5"	1488	"7062"	"TCHH"	"trichohyalin"	"TCHH"	8.03229	14.9105	11.9089
"chr1"	153775494	153776272	779	"*"	"pool_peak_1215"	108	"Promoter (<=1kb)"	1	153775750	153780124	4375	1	"ENSG00000143554"	"ENST00000483574.6"	0	"11000"	"SLC27A3"	"solute carrier family 27 member 3"	"SLC27A3"	6.65814	13.8411	10.8635
"chr1"	153922309	153923149	841	"*"	"pool_peak_1216"	525	"Promoter (<=1kb)"	1	153804725	153922972	118248	2	"ENSG00000143614"	"ENST00000368655.5"	0	"57459"	"GATAD2B"	"GATA zinc finger domain containing 2B"	"GATAD2B"	9.83325	56.2348	52.5093
"chr1"	153946088	153946825	738	"*"	"pool_peak_1217"	477	"Promoter (<=1kb)"	1	153929501	153946718	17218	2	"ENSG00000198837"	"ENST00000361217.9"	0	"9909"	"DENND4B"	"DENN domain containing 4B"	"DENND4B"	10.4366	51.3622	47.7468
"chr1"	153958153	153958743	591	"*"	"pool_peak_1218"	115	"Promoter (<=1kb)"	1	153947669	153958615	10947	2	"ENSG00000160741"	"ENST00000303569.10"	0	"200186"	"CRTC2"	"CREB regulated transcription coactivator 2"	"CRTC2"	8.01375	14.4993	11.5047
"chr1"	153977264	153977725	462	"*"	"pool_peak_1219"	155	"Promoter (<=1kb)"	1	153974269	153977674	3406	2	"ENSG00000143543"	"ENST00000271843.9"	0	"10899"	"JTB"	"jumping translocation breakpoint"	"JTB"	9.80082	18.6693	15.5808
"chr1"	154220729	154221381	653	"*"	"pool_peak_1223"	272	"Promoter (<=1kb)"	1	154220849	154263505	42657	1	"ENSG00000143569"	"ENST00000613315.4"	0	"9898"	"UBAP2L"	"ubiquitin associated protein 2 like"	"UBAP2L"	10.2727	30.5627	27.2455
"chr1"	154328554	154329004	451	"*"	"pool_peak_1224"	137	"Promoter (<=1kb)"	1	154328799	154341788	12990	1	"ENSG00000143515"	"ENST00000426445.1"	0	"57198"	"ATP8B2"	"ATPase phospholipid transporting 8B2"	"ATP8B2"	7.54499	16.7665	13.7343
"chr1"	154405304	154405954	651	"*"	"pool_peak_1225"	452	"Promoter (<=1kb)"	1	154405343	154469450	64108	1	"ENSG00000160712"	"ENST00000368485.8"	0	"3570"	"IL6R"	"interleukin 6 receptor"	"IL6R"	12.0951	48.8841	45.2907
"chr1"	154567781	154568250	470	"*"	"pool_peak_1229"	85	"Promoter (<=1kb)"	1	154567796	154579821	12026	1	"ENSG00000160716"	"ENST00000636034.1"	0	"1141"	"CHRNB2"	"cholinergic receptor nicotinic beta 2 subunit"	"CHRNB2"	6.7999	11.4705	8.56744
"chr1"	154607742	154608328	587	"*"	"pool_peak_1230"	441	"Promoter (<=1kb)"	1	154582057	154608186	26130	2	"ENSG00000160710"	"ENST00000368474.9"	0	"103"	"ADAR"	"adenosine deaminase RNA specific"	"ADAR"	13.1419	47.7542	44.1717
"chr1"	154961421	154962404	984	"*"	"pool_peak_1234"	141	"Promoter (<=1kb)"	1	154957026	154961782	4757	2	"ENSG00000163348"	"ENST00000368457.3"	0	"90780"	"PYGO2"	"pygopus family PHD finger 2"	"PYGO2"	7.21149	17.1846	14.1428
"chr1"	155050831	155051690	860	"*"	"pool_peak_1237"	311	"Promoter (<=1kb)"	1	155050946	155062775	11830	1	"ENSG00000143537"	"ENST00000527418.5"	0	"8751"	"ADAM15"	"ADAM metallopeptidase domain 15"	"ADAM15"	8.72398	34.4751	31.1012
"chr1"	155063647	155064292	646	"*"	"pool_peak_1238"	209	"Promoter (<=1kb)"	1	155063737	155069538	5802	1	"ENSG00000243364"	"ENST00000359751.8"	0	"1945"	"EFNA4"	"ephrin A4"	"EFNA4"	9.75423	24.1848	20.9871
"chr1"	155078570	155080071	1502	"*"	"pool_peak_1240"	218	"Promoter (<=1kb)"	1	155078837	155087538	8702	1	"ENSG00000143590"	"ENST00000368408.4"	0	"1944"	"EFNA3"	"ephrin A3"	"EFNA3"	5.9803	24.9656	21.8276
"chr1"	155127430	155128076	647	"*"	"pool_peak_1241"	217	"Promoter (<=1kb)"	1	155127876	155134857	6982	1	"ENSG00000169242"	"ENST00000368406.2"	0	"1942"	"EFNA1"	"ephrin A1"	"EFNA1"	9.01769	24.9165	21.7092
"chr1"	155188293	155188747	455	"*"	"pool_peak_1242"	153	"Promoter (<=1kb)"	1	155185827	155188351	2525	2	"ENSG00000185499"	"ENST00000462317.5"	0	"4582"	"MUC1"	"mucin 1, cell surface associated"	"MUC1"	6.7681	18.484	15.3883
"chr1"	155191773	155192150	378	"*"	"pool_peak_1243"	125	"Promoter (<=1kb)"	1	155186123	155192867	6745	2	"ENSG00000185499"	"ENST00000342482.8"	717	"4582"	"MUC1"	"mucin 1, cell surface associated"	"MUC1"	5.17308	15.5509	12.5301
"chr1"	155194549	155194995	447	"*"	"pool_peak_1244"	158	"Promoter (<=1kb)"	1	155195004	155200346	5343	1	"ENSG00000231064"	"ENST00000447623.2"	-9	NA	NA	NA	"AC234582.1"	6.47205	18.9232	15.8299
"chr1"	155208696	155209258	563	"*"	"pool_peak_1245"	145	"Promoter (<=1kb)"	1	155200456	155209051	8596	2	"ENSG00000169231"	"ENST00000486260.5"	0	"7059"	"THBS3"	"thrombospondin 3"	"THBS3"	9.05275	17.5987	14.5327
"chr1"	155273137	155273558	422	"*"	"pool_peak_1248"	98	"Promoter (<=1kb)"	1	155262868	155273287	10420	2	"ENSG00000176444"	"ENST00000361168.9"	0	"1196"	"CLK2"	"CDC like kinase 2"	"CLK2"	4.80648	12.7616	9.81582
"chr1"	155277192	155277759	568	"*"	"pool_peak_1249"	357	"Promoter (<=1kb)"	1	155277463	155289848	12386	1	"ENSG00000143630"	"ENST00000368358.4"	0	"57657"	"HCN3"	"hyperpolarization activated cyclic nucleotide gated potassium channel 3"	"HCN3"	9.35856	39.2165	35.7603
"chr1"	155323213	155323921	709	"*"	"pool_peak_1250"	269	"Promoter (<=1kb)"	1	155323525	155327028	3504	1	"ENSG00000160753"	"ENST00000497930.5"	0	"23623"	"RUSC1"	"RUN and SH3 domain containing 1"	"RUSC1"	8.71794	30.2242	26.9392
"chr1"	155700336	155700820	485	"*"	"pool_peak_1253"	87	"Intron (ENST00000471642.6/ENSG00000132676.16, intron 2 of 12)"	1	155709773	155729291	19519	1	"ENSG00000132676"	"ENST00000463575.5"	-8953	"7818"	"DAP3"	"death associated protein 3"	"DAP3"	7.39524	11.6778	8.76124
"chr1"	156053377	156054325	949	"*"	"pool_peak_1257"	214	"Promoter (<=1kb)"	1	156035299	156053798	18500	2	"ENSG00000160803"	"ENST00000368309.4"	0	"56893"	"UBQLN4"	"ubiquilin 4"	"UBQLN4"	7.90108	24.6735	21.4745
"chr1"	156114654	156115131	478	"*"	"pool_peak_1261"	143	"Promoter (<=1kb)"	1	156114670	156140089	25420	1	"ENSG00000160789"	"ENST00000347559.6"	0	"4000"	"LMNA"	"lamin A/C"	"LMNA"	8.72131	17.4295	14.3711
"chr1"	156245551	156246312	762	"*"	"pool_peak_1263"	125	"Promoter (1-2kb)"	1	156244774	156248014	3241	2	"ENSG00000160781"	"ENST00000480773.5"	1702	"79957"	"PAQR6"	"progestin and adipoQ receptor family member 6"	"PAQR6"	7.11655	15.5562	12.5564
"chr1"	156282422	156282896	475	"*"	"pool_peak_1264"	129	"Promoter (<=1kb)"	1	156249224	156282825	33602	2	"ENSG00000198952"	"ENST00000361813.5"	0	"23381"	"SMG5"	"SMG5 nonsense mediated mRNA decay factor"	"SMG5"	8.58871	15.965	12.9484
"chr1"	156421245	156421827	583	"*"	"pool_peak_1267"	133	"Promoter (<=1kb)"	1	156404257	156421752	17496	2	"ENSG00000125462"	"ENST00000465270.5"	0	"10485"	"C1orf61"	"chromosome 1 open reading frame 61"	"C1orf61"	8.60368	16.4084	13.3726
"chr1"	156500415	156501424	1010	"*"	"pool_peak_1269"	411	"Promoter (<=1kb)"	1	156463727	156500775	37049	2	"ENSG00000116604"	"ENST00000348159.9"	0	"4209"	"MEF2D"	"myocyte enhancer factor 2D"	"MEF2D"	8.55386	44.7586	41.1875
"chr1"	156591447	156592171	725	"*"	"pool_peak_1271"	187	"Promoter (<=1kb)"	1	156591762	156594131	2370	1	"ENSG00000163382"	"ENST00000368234.7"	0	"128240"	"NAXE"	"NAD(P)HX epimerase"	"NAXE"	8.74706	21.9199	18.7857
"chr1"	156646603	156647067	465	"*"	"pool_peak_1274"	86	"Promoter (<=1kb)"	1	156647128	156651551	4424	1	"ENSG00000132692"	"ENST00000491823.1"	-61	"63827"	"BCAN"	"brevican"	"BCAN"	6.2875	11.5651	8.6505
"chr1"	156676518	156677393	876	"*"	"pool_peak_1275"	139	"Promoter (<=1kb)"	1	156668763	156677407	8645	2	"ENSG00000132688"	"ENST00000368223.4"	14	"10763"	"NES"	"nestin"	"NES"	7.14146	16.9567	13.9339
"chr1"	156751517	156752329	813	"*"	"pool_peak_1277"	153	"Promoter (<=1kb)"	1	156742109	156751675	9567	2	"ENSG00000143321"	"ENST00000357325.10"	0	"3068"	"HDGF"	"heparin binding growth factor"	"HDGF"	7.36401	18.4253	15.3199
"chr1"	157045519	157046449	931	"*"	"pool_peak_1282"	267	"Promoter (<=1kb)"	1	156934840	157045742	110903	2	"ENSG00000132694"	"ENST00000368194.8"	0	"9826"	"ARHGEF11"	"Rho guanine nucleotide exchange factor 11"	"ARHGEF11"	7.38031	30.1041	26.7979
"chr1"	157138254	157138943	690	"*"	"pool_peak_1283"	322	"Promoter (<=1kb)"	1	157121191	157138395	17205	2	"ENSG00000117036"	"ENST00000368192.9"	0	"2117"	"ETV3"	"ETS variant transcription factor 3"	"ETV3"	10.3447	35.596	32.2595
"chr1"	157993289	157993960	672	"*"	"pool_peak_1286"	189	"Promoter (<=1kb)"	1	157993645	158100262	106618	1	"ENSG00000183853"	"ENST00000359209.11"	0	"55243"	"KIRREL1"	"kirre like nephrin family adhesion molecule 1"	"KIRREL1"	9.11708	22.117	18.9829
"chr1"	159780800	159781386	587	"*"	"pool_peak_1290"	106	"Promoter (<=1kb)"	1	159780932	159782543	1612	1	"ENSG00000158716"	"ENST00000368109.5"	0	"54935"	"DUSP23"	"dual specificity phosphatase 23"	"DUSP23"	8.02891	13.5924	10.6275
"chr1"	159854483	159856152	1670	"*"	"pool_peak_1292"	105	"Promoter (<=1kb)"	1	159834480	159854829	20350	2	"ENSG00000188004"	"ENST00000675823.1"	0	NA	NA	NA	"SNHG28"	5.72504	13.4657	10.528
"chr1"	160098456	160099107	652	"*"	"pool_peak_1297"	450	"Promoter (<=1kb)"	1	160091340	160098689	7350	2	"ENSG00000162729"	"ENST00000368086.5"	0	"93185"	"IGSF8"	"immunoglobulin superfamily member 8"	"IGSF8"	10.9609	48.6083	45.0326
"chr1"	160205225	160205927	703	"*"	"pool_peak_1298"	126	"Promoter (<=1kb)"	1	160205380	160214035	8656	1	"ENSG00000162734"	"ENST00000368077.5"	0	"8682"	"PEA15"	"proliferation and apoptosis adaptor protein 15"	"PEA15"	7.54395	15.6585	12.6863
"chr1"	160370584	160371140	557	"*"	"pool_peak_1299"	80	"5' UTR"	1	160367071	160372846	5776	1	"ENSG00000171786"	"ENST00000302101.6"	3513	"4807"	"NHLH1"	"nescient helix-loop-helix 1"	"NHLH1"	6.84727	10.8985	8.02968
"chr1"	161045280	161045904	625	"*"	"pool_peak_1304"	101	"Promoter (<=1kb)"	1	161041390	161045873	4484	2	"ENSG00000158773"	"ENST00000534633.5"	0	"7391"	"USF1"	"upstream transcription factor 1"	"USF1"	7.7954	13.0704	10.1164
"chr1"	161132379	161132976	598	"*"	"pool_peak_1306"	799	"Promoter (<=1kb)"	1	161120974	161132667	11694	2	"ENSG00000158796"	"ENST00000368006.8"	0	"9191"	"DEDD"	"death effector domain containing"	"DEDD"	13.6017	83.943	79.9029
"chr1"	161726576	161727654	1079	"*"	"pool_peak_1317"	98	"Promoter (<=1kb)"	1	161725901	161728142	2242	1	"ENSG00000162746"	"ENST00000495397.1"	675	"127943"	"FCRLB"	"Fc receptor like B"	"FCRLB"	6.75465	12.7581	9.83148
"chr1"	162023539	162024136	598	"*"	"pool_peak_1319"	202	"Promoter (<=1kb)"	1	161983192	162023854	40663	2	"ENSG00000162745"	"ENST00000294794.7"	0	"25903"	"OLFML2B"	"olfactomedin like 2B"	"OLFML2B"	9.41806	23.3912	20.2189
"chr1"	162069293	162070234	942	"*"	"pool_peak_1320"	299	"Promoter (<=1kb)"	1	162069691	162370475	300785	1	"ENSG00000198929"	"ENST00000361897.10"	0	"9722"	"NOS1AP"	"nitric oxide synthase 1 adaptor protein"	"NOS1AP"	7.70122	33.2785	29.9059
"chr1"	162561326	162562055	730	"*"	"pool_peak_1326"	559	"Promoter (<=1kb)"	1	162561506	162599842	38337	1	"ENSG00000117143"	"ENST00000271469.7"	0	"6675"	"UAP1"	"UDP-N-acetylglucosamine pyrophosphorylase 1"	"UAP1"	11.3684	59.7375	55.9757
"chr1"	162822311	162822802	492	"*"	"pool_peak_1328"	134	"Promoter (1-2kb)"	1	162824795	162849467	24673	1	"ENSG00000230739"	"ENST00000451015.1"	-1993	NA	NA	NA	"AL392003.2"	8.86856	16.5111	13.4771
"chr1"	164576163	164576743	581	"*"	"pool_peak_1334"	81	"Promoter (<=1kb)"	1	164576784	164847101	270318	1	"ENSG00000185630"	"ENST00000560469.5"	-41	"5087"	"PBX1"	"PBX homeobox 1"	"PBX1"	6.96434	11.0045	8.11168
"chr1"	165375971	165376433	463	"*"	"pool_peak_1339"	93	"Distal Intergenic"	1	165201867	165356715	154849	2	"ENSG00000162761"	"ENST00000342310.7"	-19256	"4009"	"LMX1A"	"LIM homeobox transcription factor 1 alpha"	"LMX1A"	7.81047	12.2783	9.33467
"chr1"	165698188	165698770	583	"*"	"pool_peak_1341"	203	"Promoter (<=1kb)"	1	165680487	165698540	18054	2	"ENSG00000143149"	"ENST00000461664.5"	0	"223"	"ALDH9A1"	"aldehyde dehydrogenase 9 family member A1"	"ALDH9A1"	10.6585	23.5743	20.3861
"chr1"	165827461	165828448	988	"*"	"pool_peak_1344"	206	"Promoter (<=1kb)"	1	165827614	165911618	84005	1	"ENSG00000143179"	"ENST00000367879.9"	0	"7371"	"UCK2"	"uridine-cytidine kinase 2"	"UCK2"	7.73491	23.7191	20.6223
"chr1"	166839050	166840239	1190	"*"	"pool_peak_1346"	115	"Promoter (<=1kb)"	1	166839447	166849208	9762	1	"ENSG00000143157"	"ENST00000449930.5"	0	"57645"	"POGK"	"pogo transposable element derived with KRAB domain"	"POGK"	6.14548	14.5051	11.5281
"chr1"	166875746	166876432	687	"*"	"pool_peak_1347"	252	"Promoter (<=1kb)"	1	166856510	166876264	19755	2	"ENSG00000152382"	"ENST00000367874.5"	0	"117143"	"TADA1"	"transcriptional adaptor 1"	"TADA1"	10.654	28.509	25.2445
"chr1"	167553315	167553901	587	"*"	"pool_peak_1356"	1076	"Promoter (<=1kb)"	1	167529117	167553805	24689	2	"ENSG00000143162"	"ENST00000466652.2"	0	"8804"	"CREG1"	"cellular repressor of E1A stimulated genes 1"	"CREG1"	14.9089	112.117	107.68
"chr1"	167714039	167714655	617	"*"	"pool_peak_1359"	197	"Distal Intergenic"	1	167721192	167722014	823	1	"ENSG00000197965"	"ENST00000487858.1"	-6537	"9019"	"MPZL1"	"myelin protein zero like 1"	"MPZL1"	9.90977	22.9263	19.7672
"chr1"	167721504	167722599	1096	"*"	"pool_peak_1360"	110	"Promoter (<=1kb)"	1	167721950	167765896	43947	1	"ENSG00000197965"	"ENST00000464954.1"	0	"9019"	"MPZL1"	"myelin protein zero like 1"	"MPZL1"	6.58418	13.9918	11.0166
"chr1"	167936081	167937078	998	"*"	"pool_peak_1362"	138	"Promoter (<=1kb)"	1	167916675	167937072	20398	2	"ENSG00000143158"	"ENST00000271373.9"	0	"25874"	"MPC2"	"mitochondrial pyruvate carrier 2"	"MPC2"	7.54477	16.8072	13.8206
"chr1"	168225583	168226199	617	"*"	"pool_peak_1364"	471	"Promoter (<=1kb)"	1	168225938	168236770	10833	1	"ENSG00000213064"	"ENST00000471981.1"	0	"375035"	"SFT2D2"	"SFT2 domain containing 2"	"SFT2D2"	12.6273	50.7444	47.1215
"chr1"	169105821	169106953	1133	"*"	"pool_peak_1367"	497	"Promoter (<=1kb)"	1	169106690	169132719	26030	1	"ENSG00000143153"	"ENST00000367815.9"	0	"481"	"ATP1B1"	"ATPase Na+/K+ transporting subunit beta 1"	"ATP1B1"	7.98211	53.3323	49.7004
"chr1"	169485375	169486048	674	"*"	"pool_peak_1369"	248	"Promoter (<=1kb)"	1	169463909	169485944	22036	2	"ENSG00000117479"	"ENST00000236137.10"	0	"10560"	"SLC19A2"	"solute carrier family 19 member 2"	"SLC19A2"	10.4237	28.0774	24.8237
"chr1"	169893201	169894041	841	"*"	"pool_peak_1371"	359	"Promoter (<=1kb)"	1	169849631	169893896	44266	2	"ENSG00000000457"	"ENST00000367771.11"	0	"57147"	"SCYL3"	"SCY1 like pseudokinase 3"	"SCYL3"	9.38523	39.4308	35.9468
"chr1"	171841084	171841753	670	"*"	"pool_peak_1375"	366	"Promoter (<=1kb)"	1	171841498	172133392	291895	1	"ENSG00000197959"	"ENST00000367733.6"	0	"26052"	"DNM3"	"dynamin 3"	"DNM3"	10.9903	40.0824	36.619
"chr1"	172532861	172533445	585	"*"	"pool_peak_1378"	113	"Promoter (<=1kb)"	1	172533118	172611831	78714	1	"ENSG00000094975"	"ENST00000616058.4"	0	"51430"	"SUCO"	"SUN domain containing ossification factor"	"SUCO"	8.02673	14.3618	11.3824
"chr1"	173476674	173477736	1063	"*"	"pool_peak_1379"	168	"Promoter (<=1kb)"	1	173477330	173481971	4642	1	"ENSG00000117592"	"ENST00000460950.1"	0	"9588"	"PRDX6"	"peroxiredoxin 6"	"PRDX6"	6.60673	19.9317	16.887
"chr1"	173868297	173868744	448	"*"	"pool_peak_1382"	128	"Promoter (<=1kb)"	1	173868355	173886636	18282	1	"ENSG00000185278"	"ENST00000427304.5"	0	"84614"	"ZBTB37"	"zinc finger and BTB domain containing 37"	"ZBTB37"	8.90064	15.9345	12.8837
"chr1"	174021862	174022499	638	"*"	"pool_peak_1384"	611	"Promoter (<=1kb)"	1	173931084	174022357	91274	2	"ENSG00000135870"	"ENST00000367696.7"	0	"149041"	"RC3H1"	"ring finger and CCCH-type domains 1"	"RC3H1"	13.5512	65.0069	61.1517
"chr1"	174159046	174159665	620	"*"	"pool_peak_1385"	411	"Promoter (<=1kb)"	1	174159410	174548561	389152	1	"ENSG00000152061"	"ENST00000357444.10"	0	"9910"	"RABGAP1L"	"RAB GTPase activating protein 1 like"	"RABGAP1L"	11.0671	44.6664	41.1587
"chr1"	174999664	175000285	622	"*"	"pool_peak_1389"	93	"Promoter (<=1kb)"	1	174999945	175005050	5106	1	"ENSG00000116161"	"ENST00000483307.1"	0	"27101"	"CACYBP"	"calcyclin binding protein"	"CACYBP"	7.26302	12.2795	9.35235
"chr1"	175192431	175193171	741	"*"	"pool_peak_1391"	432	"Promoter (<=1kb)"	1	175156986	175192776	35791	2	"ENSG00000235750"	"ENST00000423313.6"	0	"9674"	"KIAA0040"	"KIAA0040"	"KIAA0040"	10.9821	46.8343	43.2775
